eaa269a8-34b2-4abf-a08f-1dd23a6ff138	2026-08-03	20944576	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-ucm221-pointcloud-2-0/eaa269a8-34b2-4abf-a08f-1dd23a6ff138.jsonl
583c96aa-69cd-41b3-926b-4f72d4d7c7f5	2026-07-30	14142407	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-ucm221/583c96aa-69cd-41b3-926b-4f72d4d7c7f5.jsonl
b6cf7fd7-73c7-4cef-b538-5428b694a71b	2026-07-29	7224724	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-evo-kernel/b6cf7fd7-73c7-4cef-b538-5428b694a71b.jsonl
6f9c92c5-482a-40a9-8810-6dd388611e95	2026-07-27	4983450	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-ucm221-pointcloud-2-0/6f9c92c5-482a-40a9-8810-6dd388611e95.jsonl
40a7756a-b82e-42cf-9704-be6eafb35707	2026-07-29	2674724	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-ucm221-pointcloud-2-0/40a7756a-b82e-42cf-9704-be6eafb35707.jsonl
c0a7ecbd-7117-4c93-931a-53aca42b7fed	2026-07-27	2408703	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-ucm221-pointcloud-2-0/c0a7ecbd-7117-4c93-931a-53aca42b7fed.jsonl
5f8dee58-e3b6-4552-a0bf-8df757d08d5c	2026-07-30	1654177	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-ucm221/5f8dee58-e3b6-4552-a0bf-8df757d08d5c.jsonl
fa7187d7-2951-4d30-a0f9-9c30f60229d4	2026-07-27	1021480	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-agent-evo/fa7187d7-2951-4d30-a0f9-9c30f60229d4.jsonl
dd4c9446-3469-4308-a3d0-e45881145255	2026-07-31	693715	/Users/zodyne/.claude/projects/-Users-zodyne-Desktop-ccm--/dd4c9446-3469-4308-a3d0-e45881145255.jsonl
4af1c06f-edee-4b3f-88a3-87e56a8df9b8	2026-07-27	638429	/Users/zodyne/.claude/projects/-Users-zodyne-Desktop-pyside-radar/4af1c06f-edee-4b3f-88a3-87e56a8df9b8.jsonl
9df36dfc-790a-4022-b8d8-620e0ced67ea	2026-07-29	412319	/Users/zodyne/.claude/projects/-Users-zodyne-Desktop-workflow/9df36dfc-790a-4022-b8d8-620e0ced67ea.jsonl
95d881b1-df57-45b6-95d2-8fadcef18b18	2026-07-23	330611	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-algommw/95d881b1-df57-45b6-95d2-8fadcef18b18.jsonl
b4705404-11d9-41aa-89ed-740c2fedfb2b	2026-07-28	278536	/Users/zodyne/.claude/projects/-Users-zodyne-Desktop/b4705404-11d9-41aa-89ed-740c2fedfb2b.jsonl
ebd9ff4c-dc42-41f5-8b67-f59bd29483ee	2026-07-24	262723	/Users/zodyne/.claude/projects/-Users-zodyne/ebd9ff4c-dc42-41f5-8b67-f59bd29483ee.jsonl
fecf8853-d7da-426d-ba18-9b02510419ab	2026-07-31	134838	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-ucm221-pointcloud-2-0-libucm221/fecf8853-d7da-426d-ba18-9b02510419ab.jsonl
4697eb23-484f-4c9a-b61d-5817ace53d76	2026-07-23	40671	/Users/zodyne/.claude/projects/-Users-zodyne/4697eb23-484f-4c9a-b61d-5817ace53d76.jsonl
a9471ca4-e65d-462e-b835-3157d28df6b7	2026-08-04	19535	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-algommw/a9471ca4-e65d-462e-b835-3157d28df6b7.jsonl
3153bd45-cca6-47cf-9b2a-faeb98a20ff4	2026-08-04	12758	/Users/zodyne/.claude/projects/-Users-zodyne-Dev-algommw/3153bd45-cca6-47cf-9b2a-faeb98a20ff4.jsonl
